,smiles,CircularFingerprint
304,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
305,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
306,CC(C)(OO)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
307,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
308,CC(C)(S)C(N)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
309,CC(C)=CC(C)=NNc1nncc2ccccc12,[1. 0. 0. ... 0. 0. 0.]
310,CC(=O)C=C(C)C,[0. 0. 0. ... 0. 0. 0.]
311,CC(C)=CC(=O)O,[0. 0. 0. ... 0. 0. 0.]
312,CC(C)=CC1C(=O)OC(=O)C1(C=C(C)C)C=C(C)C,[0. 0. 0. ... 0. 0. 0.]
313,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,[0. 0. 0. ... 0. 0. 0.]
314,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,[0. 0. 0. ... 0. 0. 0.]
315,CC(C)=CCC(CCN1CCOCC1)(C(N)=O)c1cccc2ccccc12,[0. 0. 0. ... 0. 0. 0.]
316,CC(C)=CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,[0. 0. 0. ... 0. 0. 0.]
317,C=CC(C)(O)CCC=C(C)C,[0. 0. 0. ... 0. 0. 0.]
318,CC(C)=CCCC(C)=CC=O,[0. 0. 0. ... 0. 0. 0.]
319,CC(C)=CCCC(C)=CCCC(C)=CCO,[0. 0. 0. ... 0. 0. 0.]
320,CC(C)=CCCC(C)=CCO,[0. 0. 0. ... 0. 0. 0.]
321,CC(C)=CCN(CC=C(C)C)CCC(C(N)=O)c1cccc2ccccc12,[0. 1. 0. ... 0. 0. 0.]
322,CC(C)=CCO,[0. 0. 0. ... 0. 0. 0.]
323,CC(C)=CCOC(=O)c1ccccc1O,[0. 0. 0. ... 0. 0. 0.]
324,CC(C)=CCOC(=O)c1ccccc1,[0. 0. 0. ... 0. 0. 0.]
325,CC(C)=O,[0. 0. 0. ... 0. 0. 0.]
326,CC(C)C#N,[0. 1. 0. ... 0. 0. 0.]
327,CC(C)C(=O)N(C)C(=O)Oc1cccc(C(C)C)c1,[0. 1. 0. ... 0. 0. 0.]
328,Cc1ccc(OC(=O)C(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
329,CC(C)C(=O)OCc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
330,CC(C)C(Br)C(=O)NC(N)=O,[0. 1. 0. ... 0. 0. 0.]
331,CC(C)C(Br)C(=O)OCC(Br)(Br)Br,[0. 1. 0. ... 0. 0. 0.]
332,CC(C)C(Br)C(=O)OCC(Cl)(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
333,CC(C)C(Br)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
334,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
335,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,[0. 1. 0. ... 0. 0. 0.]
336,CC(=O)C(C)C,[0. 1. 0. ... 0. 0. 0.]
337,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,[0. 1. 0. ... 0. 0. 0.]
338,CC(C)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
339,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,[0. 1. 0. ... 0. 0. 0.]
340,CC1=CCC(O)(C(C)C)CC1,[0. 1. 0. ... 0. 0. 0.]
341,CC1=C(C(C)C)CC=CC1,[0. 1. 0. ... 0. 0. 0.]
342,CC(C)c1s[nH]c2nc(C(C)(C)C)nc(=O)c1-2,[0. 1. 0. ... 0. 0. 0.]
343,Cc1ccc(C(C)C)cc1O,[0. 1. 0. ... 0. 0. 0.]
344,CC(C)c1cccc(OC(=O)N(C)N=O)c1,[0. 1. 0. ... 0. 0. 0.]
345,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,[0. 1. 0. ... 0. 0. 0.]
346,Cc1ccc(C(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
347,Cc1ccc(C(C)C)c(O)c1,[0. 1. 0. ... 0. 0. 0.]
348,CC(C)c1ccc(C#N)cc1,[0. 1. 0. ... 0. 0. 0.]
349,CC(C)c1ccc(C=O)cc1,[0. 1. 0. ... 0. 0. 0.]
350,CC(C)c1ccc(CC=O)cc1,[0. 1. 0. ... 0. 0. 0.]
351,CC(C)c1ccc(CCO)cc1,[0. 1. 0. ... 0. 0. 0.]
352,CC(C)c1ccc(CO)cc1,[0. 1. 0. ... 0. 0. 0.]
353,CC(C)c1ccc(NC(=O)N(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
354,CC(C)c1cccc(C(C)C)c1N,[0. 1. 0. ... 0. 0. 0.]
355,CC(C)c1cccc(OC(=O)N(C)C)c1,[0. 1. 0. ... 0. 0. 0.]
356,CC(C)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
357,CC(C)c1ccccc1N,[0. 1. 0. ... 0. 0. 0.]
358,CC1=CCC(C(C)C)=CC1,[0. 1. 0. ... 0. 0. 0.]
359,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,[0. 1. 0. ... 0. 0. 0.]
360,CC1=CC(=O)C(C(C)C)CC1,[0. 1. 0. ... 0. 0. 0.]
361,CC1CCC(C(C)C)C(=O)C1,[0. 1. 0. ... 0. 0. 0.]
362,CC1CCC(C(C)C)C(O)C1,[0. 1. 0. ... 0. 0. 0.]
363,CC(C)C1CCC(O)CC1,[0. 1. 0. ... 0. 0. 0.]
364,CC(C)CC(=O)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
365,CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,[0. 1. 0. ... 0. 0. 0.]
366,C=CCOC(=O)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
367,CC(=O)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
368,CC(C)CC(C)CC(CC(C)C)OCCO,[0. 1. 0. ... 0. 0. 0.]
369,CC(C)CC(C)CC(O)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
370,C=COCC(C)CCCC(C)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
371,CC(C)CC(C)O,[0. 1. 0. ... 0. 0. 0.]
372,CC(C)CC(C)OC(=O)C=CC(=O)OC(C)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
373,CC(=O)OC(C)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
374,CC(C)CC(CC(C)C)OCCOCCO,[0. 1. 0. ... 0. 0. 0.]
375,CC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCNC(=N)N,[0. 1. 0. ... 0. 0. 0.]
376,CC(C)CC(=O)O,[0. 1. 0. ... 0. 0. 0.]
377,CC(C)CC(O)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
378,CC(C)CC(O)CC(CC(C)C)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
379,CC(C)CC=O,[0. 1. 0. ... 0. 0. 0.]
380,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,[0. 1. 0. ... 0. 0. 0.]
381,CC(C)Cc1ccc(C(C)C(=O)O)cc1,[0. 1. 0. ... 0. 0. 0.]
382,CC(=O)CCC(C)C,[0. 1. 0. ... 0. 0. 0.]
383,CC(C)CCC(=O)O,[0. 1. 0. ... 0. 0. 0.]
384,CC(C)CCC=O,[0. 1. 0. ... 0. 0. 0.]
385,C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,[0. 1. 0. ... 0. 0. 0.]
386,C#CCOC(=O)C=C(C)C=CCC(C)CCCC(C)C,[0. 1. 0. ... 0. 0. 0.]
387,Cc1c(C)c2c(c(C)c1OC(=O)C(C)(C)Oc1ccc(Cl)cc1)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,[0. 1. 0. ... 0. 0. 0.]
388,CC(C)CCCC(C)N,[0. 1. 0. ... 0. 0. 0.]
389,CC(C)CCCCCCO,[0. 1. 0. ... 0. 0. 0.]
390,CC(C)CCCCCN(CCCCCC(C)C)CCCCCC(C)C,[0. 1. 0. ... 0. 0. 0.]
391,CC(C)CCCO,[0. 1. 0. ... 0. 0. 0.]
392,CC(C)CCO,[0. 1. 0. ... 0. 0. 0.]
393,CC(C)CCOC(=O)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
394,CC(=O)OCCC(C)C,[0. 1. 0. ... 0. 0. 0.]
395,CC(C)CCOC(CO)CC(C)C,[0. 1. 0. ... 0. 0. 0.]
396,CC(C)CCOC=O,[0. 1. 0. ... 0. 0. 0.]
397,CC(C)CCON=O,[0. 1. 0. ... 0. 0. 0.]
398,CC(C)CCP(CCC(C)C)CCC(C)C,[0. 1. 0. ... 1. 0. 0.]
399,CC(C)CN,[0. 1. 0. ... 0. 0. 0.]
400,CC(C)Cn1nc(-c2ccccc2)c(-c2ccccc2)c1CC(=O)O,[0. 1. 0. ... 0. 0. 0.]
401,CC(C)CNCC(C)C,[0. 1. 0. ... 0. 0. 0.]
402,CC(C)CO,[0. 1. 0. ... 0. 0. 0.]
403,C=CC(=O)OCC(C)C,[0. 1. 0. ... 0. 0. 0.]
404,CC(C)COC(=O)C=CC(=O)OCC(C)C,[0. 1. 0. ... 0. 0. 0.]
405,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,[0. 1. 0. ... 0. 0. 0.]
406,CC(C)COC(=O)c1ccccc1O,[0. 1. 0. ... 0. 0. 0.]
407,CC(C)COC(=O)CCc1ccco1,[0. 1. 0. ... 0. 0. 0.]
408,CC(=O)OCC(C)C,[0. 1. 0. ... 0. 0. 0.]
409,C=COCC(C)C,[0. 1. 0. ... 0. 0. 0.]
410,CC(C)CON=O,[0. 1. 0. ... 0. 0. 0.]
411,CC(C)COP(C)(=S)SCN1C(=O)c2ccccc2C1=O,[0. 1. 0. ... 0. 0. 0.]
412,CC(C)N,[0. 1. 0. ... 0. 0. 0.]
413,CC(C)[N+](=O)[O-],[0. 1. 0. ... 0. 0. 0.]
414,CC(C)N(C(=O)CCl)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
415,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,[0. 1. 0. ... 0. 0. 0.]
416,CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,[0. 1. 0. ... 0. 0. 0.]
417,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,[0. 1. 0. ... 0. 0. 0.]
418,CC(C)N(CCO)C(C)C,[0. 1. 0. ... 0. 0. 0.]
419,CC(C)N(N=O)C(C)C,[0. 1. 0. ... 0. 0. 0.]
420,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
421,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,[0. 1. 0. ... 0. 0. 0.]
422,Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br,[0. 1. 0. ... 0. 0. 0.]
423,CC(C)N1CCNCC1,[0. 1. 0. ... 0. 0. 0.]
424,Cc1cc(OC(=O)N(C)C)n(C(C)C)n1,[0. 1. 0. ... 0. 0. 0.]
425,CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,[0. 1. 0. ... 1. 0. 0.]
426,CC(C)NC(=S)NC(C)C,[0. 1. 0. ... 0. 0. 0.]
427,CC(C)Nc1ccc(Nc2ccccc2)cc1,[0. 1. 0. ... 0. 0. 0.]
428,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,[0. 1. 0. ... 0. 0. 0.]
429,CC(C)NCC(O)c1cc(O)cc(O)c1,[0. 1. 0. ... 0. 0. 0.]
430,CC(C)NCC(O)c1ccc(O)c(O)c1,[0. 1. 0. ... 0. 0. 0.]
431,CC(C)NCC(O)c1ccc2ccccc2c1,[0. 1. 0. ... 0. 0. 0.]
432,CC(C)NCC(O)COc1cccc2ccccc12,[0. 1. 0. ... 0. 0. 0.]
433,CC(C)NCC(O)COc1cccc2[nH]ccc12,[0. 1. 0. ... 0. 0. 0.]
434,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,[0. 1. 0. ... 0. 0. 0.]
435,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
436,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,[0. 1. 0. ... 0. 0. 0.]
437,CC(C)NCCCN(C)C,[0. 1. 0. ... 0. 0. 0.]
438,CC(C)NNC(=O)c1ccncc1,[0. 1. 0. ... 0. 0. 0.]
439,CC(C)NNC(=O)COc1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
440,CC(C)NP(O)(=S)Oc1cc(Cl)c(Cl)cc1Cl,[0. 1. 0. ... 0. 0. 0.]
441,CC(C)O,[0. 1. 0. ... 0. 0. 0.]
442,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,[0. 1. 0. ... 0. 0. 0.]
443,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
444,CC(C)OC(=O)C=CC(=O)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
445,CC(C)OC(=O)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
446,CC(C)OC(=O)CCCCCCN,[0. 1. 0. ... 0. 0. 0.]
447,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,[0. 1. 0. ... 0. 0. 0.]
448,CC(=O)ON(C(=O)OC(C)C)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
449,CC(C)OC(=O)Nc1cccc(Cl)c1,[0. 1. 0. ... 0. 0. 0.]
450,CC(C)OC(=O)Nc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
451,CC(=O)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
452,CC(C)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
453,CC(C)OC(=O)Cl,[0. 1. 0. ... 0. 0. 0.]
454,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,[0. 1. 0. ... 0. 0. 0.]
455,CC(C)OCC1CO1,[0. 1. 0. ... 0. 0. 0.]
456,CC(C)OCCCO,[0. 1. 0. ... 0. 0. 0.]
457,CC(C)OCCO,[0. 1. 0. ... 0. 0. 0.]
458,CC(C)OP(=O)(OC(C)C)OP(=S)(CCl)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
459,CC(C)OP(=O)(OC(C)C)SCc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
460,CC(C)OP(=S)(CCl)Sc1ccc(Br)cc1,[0. 1. 0. ... 0. 0. 0.]
461,Cc1ccc(SP(=S)(CCl)OC(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
462,CC(C)OP(=S)(CCl)Sc1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
463,CC(C)OP(=S)(CCl)Sc1ccc(F)cc1,[0. 1. 0. ... 0. 0. 0.]
464,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
465,CC(C)OP(=S)(OC(C)C)SCSC(C)C,[0. 1. 0. ... 0. 0. 0.]
466,CC(C)OP(C)(=O)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
467,CC(C)OP(C)(=S)Oc1cc(Cl)c(Br)cc1Cl,[0. 1. 0. ... 0. 0. 0.]
468,CC(C)OP(C)(=O)F,[0. 1. 0. ... 0. 0. 0.]
469,CC(C)OP(=O)(F)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
470,CC(C)OS(=O)(=O)OC(C)C,[0. 1. 0. ... 0. 0. 0.]
471,C=CC(C)=CCCC(C)(C)O,[0. 0. 0. ... 0. 0. 0.]
472,C=CC(C)C(C)C=O,[0. 1. 0. ... 0. 0. 0.]
473,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,[0. 0. 0. ... 0. 0. 0.]
474,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,[0. 0. 0. ... 0. 0. 0.]
475,CC(C=O)=Cc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
476,Cc1ccc(C(C)C=O)cc1,[0. 1. 0. ... 0. 0. 0.]
477,CC(C=O)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
478,CC(c1ccc(Cl)cc1)c1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
479,C=CCOC(=O)CC(C)CC(C)(C)C,[1. 1. 0. ... 0. 0. 0.]
480,CC(=O)OC(C)CC(C)(C)OC(C)=O,[0. 1. 0. ... 0. 0. 0.]
481,CC(CC=O)CC(C)(C)C,[0. 1. 0. ... 0. 0. 0.]
482,CC(CC=O)CC=O,[0. 1. 0. ... 0. 0. 0.]
483,CC(C=O)Cc1ccc(C(C)(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
484,CC(C=O)Cc1ccc(C(C)C)cc1,[0. 1. 0. ... 0. 0. 0.]
485,CC(Cc1ccccc1)NN,[0. 1. 0. ... 0. 0. 0.]
486,CC(Cc1ccccc1)OC(N)=O,[0. 1. 0. ... 0. 0. 0.]
487,CC(C=O)CCC(C)(O)C=O,[0. 1. 0. ... 0. 0. 0.]
488,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,[0. 1. 0. ... 0. 0. 0.]
489,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,[0. 1. 0. ... 0. 0. 0.]
490,CC(C)=CCCC(C)CC#N,[0. 1. 0. ... 0. 0. 0.]
491,CC(C)=CCCC(C)CC(=O)O,[0. 1. 0. ... 0. 0. 0.]
492,C=CC(C)CCCC(C)(C)O,[0. 1. 0. ... 0. 0. 0.]
493,CC(CCl)OC(C)CCl,[0. 1. 0. ... 0. 0. 0.]
494,CC(CCN(C)C)N(C)C,[0. 1. 0. ... 0. 0. 0.]
495,CC(C)=CCCC(C)CCO,[0. 1. 0. ... 0. 0. 0.]
496,C=CC(=O)OCCC(C)OC(=O)C=C,[0. 1. 0. ... 0. 0. 0.]
497,CC(C)=CCCC(C)CCOC=O,[0. 1. 0. ... 0. 0. 0.]
498,CC(Cl)(C=O)CCl,[0. 0. 0. ... 0. 0. 0.]
499,CC(Cl)(Cl)C(=O)OCCOc1cc(Cl)c(Cl)cc1Cl,[0. 0. 0. ... 0. 0. 0.]
500,CC(Cl)(Cl)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
501,CC(Cl)(Cl)CCl,[0. 0. 0. ... 0. 0. 0.]
502,CC(Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
503,CC(Cl)=CCl,[0. 0. 0. ... 0. 0. 0.]
504,CC(=O)Cl,[0. 0. 0. ... 0. 0. 0.]
505,CC(Cl)C(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
506,CC(Cl)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
507,CC(Cl)CCl,[0. 1. 0. ... 0. 0. 0.]
508,CC(Cl)Cl,[0. 1. 0. ... 0. 0. 0.]
509,CC(Cl)CO,[0. 1. 0. ... 0. 0. 0.]
510,CC(Cl)COP(=O)(OCC(C)Cl)Oc1ccc([N+](=O)[O-])cc1,[0. 1. 0. ... 0. 0. 0.]
511,Cc1c(Cl)c(=O)oc2cc(OP(=O)(OCC(C)Cl)OCC(C)Cl)ccc12,[0. 1. 0. ... 0. 0. 0.]
512,CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,[0. 1. 0. ... 0. 0. 0.]
513,CC(CN)NCCO,[0. 1. 0. ... 0. 0. 0.]
514,CC(CN=Cc1ccccc1O)N=Cc1ccccc1O,[0. 1. 0. ... 0. 0. 0.]
515,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,[0. 1. 1. ... 0. 0. 0.]
516,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,[0. 1. 0. ... 0. 0. 0.]
517,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
518,CC(=Cc1ccccc1)CO,[0. 0. 0. ... 0. 0. 0.]
519,CC(CO)CCO,[0. 1. 0. ... 0. 0. 0.]
520,CC(=O)OCC(C)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
521,CC(=O)OCC(C)OC(C)=O,[0. 1. 0. ... 0. 0. 0.]
522,CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,[0. 1. 0. ... 0. 0. 0.]
523,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
524,CC(CO[N+](=O)[O-])O[N+](=O)[O-],[0. 1. 0. ... 0. 0. 0.]
525,CC(CS)C(=O)N1CCCC1C(=O)O,[0. 1. 0. ... 0. 0. 0.]
526,CC(C(=O)Nc1cc(-c2ccccc2)nn1-c1ccccc1)N(C)C,[0. 1. 0. ... 0. 0. 0.]
527,CC(c1ccccc1)N(C)C,[0. 1. 0. ... 0. 0. 0.]
528,CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,[0. 0. 0. ... 0. 0. 0.]
529,CC(N)=O,[0. 0. 0. ... 0. 0. 0.]
530,CC(N)=S,[0. 0. 0. ... 0. 0. 0.]
531,CC(N)C(O)c1cccc(O)c1,[0. 1. 0. ... 0. 0. 0.]
532,CC(N)c1ccccc1,[0. 1. 1. ... 0. 0. 0.]
533,CC(N)Cc1ccccc1,[0. 1. 0. ... 0. 0. 0.]
534,CC(N)Cc1c[nH]c2ccccc12,[0. 1. 0. ... 0. 0. 0.]
535,CC(N)CCN,[0. 1. 0. ... 0. 0. 0.]
536,CC(N)CN,[0. 1. 0. ... 0. 0. 0.]
537,CC(NC(C)c1ccccc1)c1ccccc1,[0. 1. 1. ... 0. 0. 0.]
538,CC(NC(=Nc1ccncc1)NC#N)C(C)(C)C,[0. 1. 0. ... 0. 0. 0.]
539,CC(NCCNC(C)c1ccccc1)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
540,CC(NNC(=O)c1ccccc1)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
541,CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,[0. 0. 0. ... 0. 0. 0.]
542,CC(=O)O,[0. 0. 0. ... 0. 0. 0.]
543,CC(O)C#N,[0. 1. 0. ... 0. 0. 0.]
544,CC(O)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
545,CC(O)c1cccc(N)c1,[0. 1. 0. ... 0. 0. 0.]
546,CC(O)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
547,CC(O)C1CC=CCC1,[0. 1. 0. ... 0. 0. 0.]
548,CC(O)CC(C)(C)O,[0. 1. 0. ... 0. 0. 0.]
549,CC(O)CC(C)O,[0. 1. 0. ... 0. 0. 0.]
550,CC(O)CC=O,[0. 1. 0. ... 0. 0. 0.]
551,CC(O)CCC(C)O,[0. 1. 0. ... 0. 0. 0.]
552,CC(O)CCO,[0. 1. 0. ... 0. 0. 0.]
553,CC(O)CF,[0. 1. 0. ... 0. 0. 0.]
554,CC(O)CN,[0. 1. 0. ... 0. 0. 0.]
555,CC(O)CN(C)C,[0. 1. 0. ... 0. 0. 0.]
556,CC(O)CN(CC(C)O)CC(C)O,[0. 1. 0. ... 0. 0. 0.]
557,CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,[0. 1. 0. ... 0. 0. 0.]
558,CC(O)CNC(C)(C)Cc1ccc(Cl)cc1,[0. 1. 0. ... 0. 0. 0.]
559,CC(O)CNCC(C)O,[0. 1. 0. ... 0. 0. 0.]
560,CC(O)CO,[0. 1. 0. ... 0. 0. 0.]
561,C=CC(=O)OCC(C)O,[0. 1. 0. ... 0. 0. 0.]
562,CC(O)COC(=O)C=CC(=O)O,[0. 1. 0. ... 0. 0. 0.]
563,CC(O)COCC(C)O,[0. 1. 0. ... 0. 0. 0.]
564,C#CC(C)OC(=O)Nc1cccc(Cl)c1,[0. 1. 0. ... 0. 0. 0.]
565,CC(OC(C)c1ccccc1)c1ccccc1,[0. 1. 0. ... 0. 0. 0.]
566,Cc1cc(Cl)ccc1OC(C)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
567,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
568,CC(Oc1ccc(Cl)cc1Cl)C(=O)O,[0. 1. 0. ... 0. 0. 0.]
569,CC(OCCCl)OCCCl,[0. 1. 0. ... 0. 0. 0.]
570,CC(O[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1,[0. 1. 0. ... 0. 0. 0.]
571,C=C[Si](Cl)(Cl)CC,[0. 0. 0. ... 0. 0. 0.]
572,CC[Si](Cl)(Cl)Cl,[0. 0. 0. ... 0. 0. 0.]
573,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CCN3CCC(OC1=O)C23,[0. 0. 0. ... 0. 0. 0.]
574,CC=C1CC2C=CC1C2,[0. 0. 0. ... 0. 0. 0.]
575,C#CC(=O)C=CC,[0. 0. 0. ... 0. 0. 0.]
576,CC=CC(=O)OC(=O)C=CC,[0. 0. 0. ... 0. 0. 0.]
577,C=COC(=O)C=CC,[0. 0. 0. ... 0. 0. 0.]
578,CC=CC(=O)O,[0. 0. 0. ... 0. 0. 0.]
579,C#CC(O)C=CC,[0. 1. 0. ... 0. 0. 0.]
580,CC=CC(=O)OC(C=CC)OC(=O)C=CC,[0. 1. 0. ... 0. 0. 0.]
581,CC=CC=CC(=O)O,[0. 0. 0. ... 0. 0. 0.]
582,CC=CC=CC=O,[0. 0. 0. ... 0. 0. 0.]
583,CC=CC=CCOC(C)=O,[0. 0. 0. ... 0. 0. 0.]
584,CC=CC=CCOCCO,[0. 0. 0. ... 0. 0. 0.]
585,CC=CC=O,[0. 0. 0. ... 0. 0. 0.]
586,CC=Cc1ccccc1,[0. 0. 0. ... 0. 0. 0.]
587,CC=Cc1ccc2c(c1)OCO2,[0. 0. 0. ... 0. 0. 0.]
588,CC=CCl,[0. 0. 0. ... 0. 0. 0.]
589,CC=CCO,[0. 0. 0. ... 0. 0. 0.]
590,CC=CCOC=CC,[0. 0. 0. ... 0. 0. 0.]
591,CC=NN(C)C=O,[0. 0. 0. ... 0. 0. 0.]
592,CC=O,[0. 0. 0. ... 0. 0. 0.]
593,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,[0. 1. 0. ... 0. 0. 0.]
594,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,[0. 1. 0. ... 0. 0. 0.]
595,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,[0. 1. 0. ... 0. 0. 0.]
596,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,[0. 1. 0. ... 0. 0. 0.]
597,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,[0. 0. 0. ... 0. 0. 0.]
