,compound_name,species,smiles,rat_LD50,units,source
173,"Ethanone, 1-(2-chlorophenyl)-",Rat,CC(=O)c1ccccc1Cl,-1.929,log(mol/kg),https://doi.org/10.1021/tx900189p
174,"Ethanone, 1-(2-nitrophenyl)-",Rat,CC(=O)c1ccccc1[N+](=O)[O-],-2.014,log(mol/kg),https://doi.org/10.1021/tx900189p
175,"Spiro(benzofuran-2(3H),1'-cyclopropan)-3-one, 5-acetyl-",Rat,CC(=O)c1ccc2c(c1)C(=O)C1(CC1)O2,-1.57,log(mol/kg),https://doi.org/10.1021/tx900189p
176,"Ethanone, 1-(10-(3-(4-(2-hydroxyethyl)-1-piperidinyl)propyl)-10H-phenothiazin-2-yl)-",Rat,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,-3.022,log(mol/kg),https://doi.org/10.1021/tx900189p
177,"2H-Pyran-2,4(3H)-dione, 3-acetyl-6-methyl-",Rat,CC(=O)C1C(=O)C=C(C)OC1=O,-2.527,log(mol/kg),https://doi.org/10.1021/tx900189p
178,"Ethanone, 1-(3,3-dimethyloxiranyl)- (9CI)",Rat,CC(=O)C1OC1(C)C,-1.851,log(mol/kg),https://doi.org/10.1021/tx900189p
179,"Butanamide, 3-oxo-N-phenyl-",Rat,CC(=O)CC(=O)Nc1ccccc1,-1.581,log(mol/kg),https://doi.org/10.1021/tx900189p
180,"2-Propenamide, N-(1,1-dimethyl-3-oxobutyl)-",Rat,C=CC(=O)NC(C)(C)CC(C)=O,-1.927,log(mol/kg),https://doi.org/10.1021/tx900189p
181,"2-Pentanone, 4-hydroxy-4-methyl-",Rat,CC(=O)CC(C)(C)O,-1.463,log(mol/kg),https://doi.org/10.1021/tx900189p
182,"2,4-Pentanedione",Rat,CC(=O)CC(C)=O,-3.26,log(mol/kg),https://doi.org/10.1021/tx900189p
183,"2H-1-Benzopyran-2-one, 4-hydroxy-3-(1-(4-nitrophenyl)-3-oxobutyl)-",Rat,CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O,-2.838,log(mol/kg),https://doi.org/10.1021/tx900189p
184,"2H-1-Benzopyran-2-one, 3-(1-(4-chlorophenyl)-3-oxobutyl)-4-hydroxy- (9CI)",Rat,CC(=O)CC(c1ccc(Cl)cc1)c1c(O)c2ccccc2oc1=O,-3.263,log(mol/kg),https://doi.org/10.1021/tx900189p
185,"2,5-Hexanedione",Rat,CC(=O)CCC(C)=O,-1.74,log(mol/kg),https://doi.org/10.1021/tx900189p
186,"Pentanoic acid, 4-oxo-",Rat,CC(=O)CCC(=O)O,-1.798,log(mol/kg),https://doi.org/10.1021/tx900189p
187,"2-Butanone, 4-(4-hydroxyphenyl)-",Rat,CC(=O)CCc1ccc(O)cc1,-2.095,log(mol/kg),https://doi.org/10.1021/tx900189p
188,"2-Butanone, 4-(p-hydroxyphenyl)-, acetate",Rat,CC(=O)CCc1ccc(OC(C)=O)cc1,-1.832,log(mol/kg),https://doi.org/10.1021/tx900189p
189,"2-Butanone, 4-phenyl-",Rat,CC(=O)CCc1ccccc1,-1.666,log(mol/kg),https://doi.org/10.1021/tx900189p
190,"3,5-Pyrazolidinedione, 1,2-diphenyl-4-(3-oxobutyl)-",Rat,CC(=O)CCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-2.651,log(mol/kg),https://doi.org/10.1021/tx900189p
191,"2-Propanone, 1-chloro-",Rat,CC(=O)CCl,-2.966,log(mol/kg),https://doi.org/10.1021/tx900189p
192,"2-Propanone, 1-(p-chlorophenyl-tert-butyl)amino-",Rat,CC(=O)CNC(C)(C)Cc1ccc(Cl)cc1,-2.982,log(mol/kg),https://doi.org/10.1021/tx900189p
193,"2-Propanone, 1-hydroxy-",Rat,CC(=O)CO,-1.527,log(mol/kg),https://doi.org/10.1021/tx900189p
194,"Piperazine, 1-acetyl-4-(4-((2-(2,4-dichlorophenyl)-2-(1H-imidazol-1-ylmethyl)-1,3-dioxolan-4-yl)methoxy)phenyl)-, cis-",Rat,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,-3.505,log(mol/kg),https://doi.org/10.1021/tx900189p
195,"Morpholine, 4-acetyl-",Rat,CC(=O)N1CCOCC1,-1.324,log(mol/kg),https://doi.org/10.1021/tx900189p
196,Chloral acetamide,Rat,CC(=O)NC(=O)C(Cl)(Cl)Cl,-1.819,log(mol/kg),https://doi.org/10.1021/tx900189p
197,"Benzamide, N-acetyl-2-hydroxy- (9CI)",Rat,CC(=O)NC(=O)c1ccccc1O,-1.952,log(mol/kg),https://doi.org/10.1021/tx900189p
198,"Cysteine, N-acetyl-, L-",Rat,CC(=O)NC(CS)C(=O)O,-1.509,log(mol/kg),https://doi.org/10.1021/tx900189p
199,"Acetamide, N-(aminothioxomethyl)-",Rat,CC(=O)NC(N)=S,-3.373,log(mol/kg),https://doi.org/10.1021/tx900189p
200,"Toluene-2,4-diamine, N(sup 4)-acetyl-N(sup 2)-trifluoromethylsulfonyl-",Rat,CC(=O)Nc1ccc(C)c(NS(=O)(=O)C(F)(F)F)c1,-2.06,log(mol/kg),https://doi.org/10.1021/tx900189p
201,"Acetamide, N-(4-(chloroacetyl)phenyl)-",Rat,CC(=O)Nc1ccc(C(=O)CCl)cc1,-1.993,log(mol/kg),https://doi.org/10.1021/tx900189p
202,"Acetamide, N-(4'-amino(1,1'-biphenyl)-4-yl)- (9CI)",Rat,CC(=O)Nc1ccc(-c2ccc(N)cc2)cc1,-2.142,log(mol/kg),https://doi.org/10.1021/tx900189p
203,"Acetamide, N-(4-hydroxyphenyl)-",Rat,CC(=O)Nc1ccc(O)cc1,-1.7990000000000002,log(mol/kg),https://doi.org/10.1021/tx900189p
204,"Acetamide, N-phenyl-",Rat,CC(=O)Nc1ccccc1,-2.228,log(mol/kg),https://doi.org/10.1021/tx900189p
205,"Acetamide, N-4-pyridinyl- (9CI)",Rat,CC(=O)Nc1ccncc1,-2.485,log(mol/kg),https://doi.org/10.1021/tx900189p
206,"2-Pyridinecarboxylic acid, 2-acetylhydrazide (9CI)",Rat,CC(=O)NNC(=O)c1ccccn1,-2.425,log(mol/kg),https://doi.org/10.1021/tx900189p
207,"Silanetriol, methyl-, triacetate",Rat,CC(=O)O[Si](C)(OC(C)=O)OC(C)=O,-2.029,log(mol/kg),https://doi.org/10.1021/tx900189p
208,"Acrylonitrile, 2-hydroxy-, acetate (ester) (8CI)",Rat,C=C(C#N)OC(C)=O,-3.0460000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
209,"7-Octen-2-ol, 2-methyl-6-methylene-, acetate",Rat,C=CC(=C)CCCC(C)(C)OC(C)=O,-1.494,log(mol/kg),https://doi.org/10.1021/tx900189p
210,"Acetic acid, anhydride",Rat,CC(=O)OC(C)=O,-1.759,log(mol/kg),https://doi.org/10.1021/tx900189p
211,"Benzyl alcohol, alpha-(trichloromethyl)-, acetate (9CI)",Rat,CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,-1.595,log(mol/kg),https://doi.org/10.1021/tx900189p
212,"2-Propene-1,1-diol, 2-chloro-, diacetate (8CI)(9CI)",Rat,C=C(Cl)C(OC(C)=O)OC(C)=O,-2.779,log(mol/kg),https://doi.org/10.1021/tx900189p
213,"1,1-Propanediol, 2,3-dichloro-, diacetate",Rat,CC(=O)OC(OC(C)=O)C(Cl)CCl,-2.855,log(mol/kg),https://doi.org/10.1021/tx900189p
214,"2-Propene-1,1-diol, diacetate",Rat,C=CC(OC(C)=O)OC(C)=O,-3.655,log(mol/kg),https://doi.org/10.1021/tx900189p
215,Acetic acid ethenyl ester,Rat,C=COC(C)=O,-1.47,log(mol/kg),https://doi.org/10.1021/tx900189p
216,"1,3-Butadien-1-ol, acetate",Rat,C=CC=COC(C)=O,-2.198,log(mol/kg),https://doi.org/10.1021/tx900189p
217,"Salicylanilide, 3,4'-dibromo-5-chlorothio-, acetate (ester)",Rat,CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1,-2.189,log(mol/kg),https://doi.org/10.1021/tx900189p
218,"Phenol, 6-(1,1-dimethylethyl)-3-methyl-2,4-dinitro-, acetate (ester) (9CI)",Rat,CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],-3.848,log(mol/kg),https://doi.org/10.1021/tx900189p
219,"Phenol, o-t-butyl-4,6-dinitro-, acetate (ester)",Rat,CC(=O)Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(C)(C)C,-3.658,log(mol/kg),https://doi.org/10.1021/tx900189p
220,"Salicylamide, acetate (ester) (8CI)",Rat,CC(=O)Oc1ccccc1C(N)=O,-1.998,log(mol/kg),https://doi.org/10.1021/tx900189p
221,"2-Propenoic acid, 3-(2-(acetyloxy)phenyl)- (9CI)",Rat,CC(=O)Oc1ccccc1C=CC(=O)O,-1.816,log(mol/kg),https://doi.org/10.1021/tx900189p
222,"Acetic acid, 4-methylphenyl ester",Rat,CC(=O)Oc1ccc(C)cc1,-1.898,log(mol/kg),https://doi.org/10.1021/tx900189p
223,"2H-Indol-2-one, 1,3-dihydro-1-acetyl-3,3-bis(4-(acetyloxy)phenyl)-",Rat,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)N(C(C)=O)c3ccccc32)cc1,-2.948,log(mol/kg),https://doi.org/10.1021/tx900189p
224,"2H-1,4-Benzoxazin-3-(4H)-one, 2,2-bis(p-hydroxyphenyl)-, diacetate",Rat,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1,-1.717,log(mol/kg),https://doi.org/10.1021/tx900189p
225,"Benzoic acid, 3,5-diiodo-4-(4-hydroxy-3-iodophenoxy)-, acetate",Rat,CC(=O)Oc1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,-2.15,log(mol/kg),https://doi.org/10.1021/tx900189p
226,"Acetic acid, phenyl ester",Rat,CC(=O)Oc1ccccc1,-1.922,log(mol/kg),https://doi.org/10.1021/tx900189p
227,"Trichothec-9-en-8-one, 4-(acetyloxy)-12,13-epoxy-3,7,15-trihydroxy-, (3-alpha,4-beta,7-beta)-",Rat,CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,-4.947,log(mol/kg),https://doi.org/10.1021/tx900189p
228,"Cyclohexanol, 4-(1,1-dimethylethyl)-, acetate",Rat,CC(=O)OC1CCC(C(C)(C)C)CC1,-1.598,log(mol/kg),https://doi.org/10.1021/tx900189p
229,"Acetic acid, cyclohexyl ester",Rat,CC(=O)OC1CCCCC1,-1.325,log(mol/kg),https://doi.org/10.1021/tx900189p
230,"Glycolonitrile, acetate (ester) (8CI)",Rat,CC(=O)OCC#N,-3.491,log(mol/kg),https://doi.org/10.1021/tx900189p
231,"Pregna-1,4-diene-3,20-dione, 6alpha,9-difluoro-11beta,16alpha,17,21-tetrahydroxy-, cyclic 16,17-acetal with acetone, 21-acetate (8CI)",Rat,CC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,-4.548,log(mol/kg),https://doi.org/10.1021/tx900189p
232,"1,2,3-Propanetriol, triacetate",Rat,CC(=O)OCC(COC(C)=O)OC(C)=O,-1.862,log(mol/kg),https://doi.org/10.1021/tx900189p
233,"Acetic acid, 2-propenyl ester",Rat,C=CCOC(C)=O,-2.887,log(mol/kg),https://doi.org/10.1021/tx900189p
234,"2-Buten-1-ol, 3-methyl-, acetate",Rat,CC(=O)OCC=C(C)C,-1.631,log(mol/kg),https://doi.org/10.1021/tx900189p
235,"Acetic acid, 3-allyloxyallyl ester",Rat,C=CCOC=CCOC(C)=O,-1.622,log(mol/kg),https://doi.org/10.1021/tx900189p
236,"5-Thia-1-azabicyclo(4.2.0)oct-2-ene-2-carboxylic acid, 3-((acetyloxy)methyl)-8-oxo-7-(((4-pyridinylthio)acetyl)amino)-, (6R-trans)-",Rat,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,-1.413,log(mol/kg),https://doi.org/10.1021/tx900189p
237,"Acetic acid, (3,4-methylenedioxy)benzyl ester",Rat,CC(=O)OCc1ccc2c(c1)OCO2,-1.966,log(mol/kg),https://doi.org/10.1021/tx900189p
238,"Acetic acid, phenylmethyl ester",Rat,CC(=O)OCc1ccccc1,-1.78,log(mol/kg),https://doi.org/10.1021/tx900189p
239,"as-Triazine-3,5(2H,4H)-dione, 2-beta-D-ribofuranosyl-, 2',3',5'-triacetate (8CI)",Rat,CC(=O)OCC1OC(n2ncc(=O)[nH]c2=O)C(OC(C)=O)C1OC(C)=O,-1.491,log(mol/kg),https://doi.org/10.1021/tx900189p
240,"Acetic acid, 2-phenylethyl ester",Rat,CC(=O)OCCc1ccccc1,-1.651,log(mol/kg),https://doi.org/10.1021/tx900189p
241,"Bicyclo(3.1.1)hept-2-ene-2-ethanol, 6,6-dimethyl-, acetate",Rat,CC(=O)OCCC1=CCC2CC1C2(C)C,-1.842,log(mol/kg),https://doi.org/10.1021/tx900189p
242,"Acetic acid, cyclohexylethyl ester",Rat,CC(=O)OCCC1CCCCC1,-1.726,log(mol/kg),https://doi.org/10.1021/tx900189p
243,"2,2'-(Nitrosoimino)bisethanol diacetate (ester)",Rat,CC(=O)OCCN(CCOC(C)=O)N=O,-1.64,log(mol/kg),https://doi.org/10.1021/tx900189p
244,"Ethylene glycol, monoacetate",Rat,CC(=O)OCCO,-1.101,log(mol/kg),https://doi.org/10.1021/tx900189p
245,"Ethylene glycol, diacetate",Rat,CC(=O)OCCOC(C)=O,-1.329,log(mol/kg),https://doi.org/10.1021/tx900189p
246,"Ethanol, 2,2'-(1,2-ethanediylbis(oxy))bis-, diacetate",Rat,CC(=O)OCCOCCOCCOC(C)=O,-1.016,log(mol/kg),https://doi.org/10.1021/tx900189p
247,"Ethanol, 2,2'-sulfonyldi-, diacetate (7CI,8CI)",Rat,CC(=O)OCCS(=O)(=O)CCOC(C)=O,-1.231,log(mol/kg),https://doi.org/10.1021/tx900189p
248,"Ethanol, 2,2'-thiobis-, diacetate",Rat,CC(=O)OCCSCCOC(C)=O,-1.401,log(mol/kg),https://doi.org/10.1021/tx900189p
249,Ethaneperoxoic acid,Rat,CC(=O)OO,-1.694,log(mol/kg),https://doi.org/10.1021/tx900189p
250,"Ethanethioamide, N-phenyl-",Rat,CC(=S)Nc1ccccc1,-1.759,log(mol/kg),https://doi.org/10.1021/tx900189p
251,"Propane, 3-chloro-1,2-dibromo-2-methyl-",Rat,CC(Br)(CCl)CBr,-2.506,log(mol/kg),https://doi.org/10.1021/tx900189p
252,"Propane, 1,2-dibromo-",Rat,CC(Br)CBr,-2.276,log(mol/kg),https://doi.org/10.1021/tx900189p
253,"Urea, 3-(p-chlorophenyl)-1-methyl-1-(1-methyl-2-propynyl)-",Rat,C#CC(C)N(C)C(=O)Nc1ccc(Cl)cc1,-2.121,log(mol/kg),https://doi.org/10.1021/tx900189p
254,"4-Morpholineacetonitrile, alpha-methyl-",Rat,CC(C#N)N1CCOCC1,-3.207,log(mol/kg),https://doi.org/10.1021/tx900189p
255,"Benzene, 1,1'-(2-nitropropylidene)bis(4-chloro-",Rat,CC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-],-2.617,log(mol/kg),https://doi.org/10.1021/tx900189p
256,"Benzeneacetic acid, 3-benzoyl-alpha-methyl-",Rat,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-3.61,log(mol/kg),https://doi.org/10.1021/tx900189p
257,"Benzeneacetic acid, 3-chloro-4-(2,5-dihydro-1H-pyrrol-1-yl)-alpha-methyl-",Rat,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,-2.8560000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
258,"(1,1'-Biphenyl)-4-acetic acid, 2-fluoro-alpha-methyl-, (+-)-",Rat,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-3.443,log(mol/kg),https://doi.org/10.1021/tx900189p
259,"Benzeneacetic acid, alpha-methyl-4-(2-thienylcarbonyl)-",Rat,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,-3.567,log(mol/kg),https://doi.org/10.1021/tx900189p
260,"Benzeneacetic acid, 4-imidazo(1,2-a)pyridin-2-yl-alpha-methyl-",Rat,CC(C(=O)O)c1ccc(-c2cn3ccccc3n2)cc1,-2.96,log(mol/kg),https://doi.org/10.1021/tx900189p
261,"Benzeneacetic acid, 4-(1,3-dihydro-1-oxo-2H-isoindol-2-yl)-alpha-methyl-",Rat,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,-3.525,log(mol/kg),https://doi.org/10.1021/tx900189p
262,"2-Thiopheneacetic acid, 5-benzoyl-alpha-methyl-",Rat,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1,-3.158,log(mol/kg),https://doi.org/10.1021/tx900189p
263,"9H-Carbazole-2-acetic acid, 6-chloro-alpha-methyl-, (+-)-",Rat,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,-3.568,log(mol/kg),https://doi.org/10.1021/tx900189p
264,"5-Benzoxazoleacetic acid, 2-(4-chlorophenyl)-alpha-methyl, (+-)-",Rat,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,-3.408,log(mol/kg),https://doi.org/10.1021/tx900189p
265,"Butanedinitrile, tetramethyl- (9CI)",Rat,CC(C)(C#N)C(C)(C)C#N,-3.544,log(mol/kg),https://doi.org/10.1021/tx900189p
266,"1-Propanone, 2-methyl-1,2-di-3-pyridinyl-",Rat,CC(C)(C(=O)c1cccnc1)c1cccnc1,-2.638,log(mol/kg),https://doi.org/10.1021/tx900189p
267,"2-Butanone, 1-(4-chlorophenoxy)-3,3-dimethyl-1-(1H-1,2,4-triazol-1-yl)- (9CI)",Rat,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-2.459,log(mol/kg),https://doi.org/10.1021/tx900189p
268,"Propanoic acid, 2,2-dimethyl-",Rat,CC(C)(C)C(=O)O,-2.055,log(mol/kg),https://doi.org/10.1021/tx900189p
269,"Ethanol, 2-(4-chlorophenoxy)-1-tert-butyl-2-(1H-1,2,4-triazole-1-yl)-",Rat,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,-2.633,log(mol/kg),https://doi.org/10.1021/tx900189p
270,"Phenol, 2,6-bis(1,1-dimethylethyl)-4-nitro- (9CI)",Rat,CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,-3.002,log(mol/kg),https://doi.org/10.1021/tx900189p
271,"Phenol, 2-(1,1-dimethylethyl)-4,6-dinitro- (9CI)",Rat,CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-3.588,log(mol/kg),https://doi.org/10.1021/tx900189p
272,"1,2-Benzenediol, 4-(1,1-dimethylethyl)-",Rat,CC(C)(C)c1ccc(O)c(O)c1,-1.77,log(mol/kg),https://doi.org/10.1021/tx900189p
273,"Benzoic acid, 4-(1,1-dimethylethyl)-",Rat,CC(C)(C)c1ccc(C(=O)O)cc1,-2.406,log(mol/kg),https://doi.org/10.1021/tx900189p
274,"1-Piperidinebutanol, alpha-(4-(1,1-dimethylethyl)phenyl)-4-(hydroxydiphenylmethyl)-",Rat,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,-1.975,log(mol/kg),https://doi.org/10.1021/tx900189p
275,"Phenol, 4-(1,1-dimethylethyl)-",Rat,CC(C)(C)c1ccc(O)cc1,-1.707,log(mol/kg),https://doi.org/10.1021/tx900189p
276,"2-Furoic acid, 5-tert-butyl-, 2,2,2-trichloroethyl ester",Rat,CC(C)(C)c1ccc(C(=O)OCC(Cl)(Cl)Cl)o1,-1.874,log(mol/kg),https://doi.org/10.1021/tx900189p
277,"Sulfurous acid, 2-(4-(1,1-dimethylethyl)phenoxy)cyclohexyl 2-propynyl ester",Rat,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,-2.374,log(mol/kg),https://doi.org/10.1021/tx900189p
278,"Benzoic acid, 4-(3-(4-(1,1-dimethylethyl)phenoxy)-2-hydroxypropoxy)-",Rat,CC(C)(C)c1ccc(OCC(O)COc2ccc(C(=O)O)cc2)cc1,-2.157,log(mol/kg),https://doi.org/10.1021/tx900189p
279,"Benzenesulfonamide, N-(5-tert-butyl-1,3,4-thiadiazol-2-yl)-",Rat,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,-2.774,log(mol/kg),https://doi.org/10.1021/tx900189p
280,"Cyclohexanone, 4-(1,1-dimethylethyl)-",Rat,CC(C)(C)C1CCC(=O)CC1,-1.489,log(mol/kg),https://doi.org/10.1021/tx900189p
281,Diisobutylene oxide,Rat,CC(C)(C)CC1(C)CO1,-1.416,log(mol/kg),https://doi.org/10.1021/tx900189p
282,"2-Propanamine, 2-methyl-",Rat,CC(C)(C)N,-2.972,log(mol/kg),https://doi.org/10.1021/tx900189p
283,"1,3-Benzenedimethanol, alpha(sup 1)-(((1,1-dimethylethyl)amino)methyl)-4-hydroxy-",Rat,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,-2.559,log(mol/kg),https://doi.org/10.1021/tx900189p
284,"2-Propanol, 1-(2-cyclopentylphenoxy)-3-((1,1-dimethylethyl)amino)-, (S)-",Rat,CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,-2.362,log(mol/kg),https://doi.org/10.1021/tx900189p
285,"2,3-Naphthalenediol, 5-(3-((1,1-dimethylethyl)amino)-2-hydroxypropoxy)-1,2,3,4-tetrahydro-, cis-",Rat,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,-1.766,log(mol/kg),https://doi.org/10.1021/tx900189p
286,"2-Propanol, 2-methyl-",Rat,CC(C)(C)O,-1.3259999999999998,log(mol/kg),https://doi.org/10.1021/tx900189p
287,"Benzenecarboperoxoic acid, 1,1-dimethylethyl ester",Rat,CC(C)(C)OOC(=O)c1ccccc1,-2.283,log(mol/kg),https://doi.org/10.1021/tx900189p
288,"2-Propanethiol, 2-methyl-",Rat,CC(C)(C)S,-1.28,log(mol/kg),https://doi.org/10.1021/tx900189p
289,"Phenol, 4,4'-(1-methylethylidene)bis-",Rat,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-1.847,log(mol/kg),https://doi.org/10.1021/tx900189p
290,"Oxirane, 2,2'-((1-methylethylidene)bis(4,1-phenyleneoxymethylene))bis-",Rat,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,-1.491,log(mol/kg),https://doi.org/10.1021/tx900189p
291,"Butyronitrile, 2,4-dihydroxy-3,3-dimethyl-",Rat,CC(C)(CO)C(O)C#N,-2.62,log(mol/kg),https://doi.org/10.1021/tx900189p
292,"2-Propenoic acid, 2,2-dimethyl-1,3-propanediyl ester",Rat,C=CC(=O)OCC(C)(C)COC(=O)C=C,-1.499,log(mol/kg),https://doi.org/10.1021/tx900189p
293,"1,3-Propanediol, 2,2-dimethyl-, dicarbamate",Rat,CC(C)(COC(N)=O)COC(N)=O,-1.88,log(mol/kg),https://doi.org/10.1021/tx900189p
294,"Cyclohexanemethanamine, 4-amino-alpha,alpha,4-trimethyl-",Rat,CC1(N)CCC(C(C)(C)N)CC1,-2.384,log(mol/kg),https://doi.org/10.1021/tx900189p
295,"Benzeneethanamine, 4-chloro-alpha,alpha-dimethyl-",Rat,CC(C)(N)Cc1ccc(Cl)cc1,-2.866,log(mol/kg),https://doi.org/10.1021/tx900189p
296,"Benzamide, 3,5-dichloro-N-(1,1-dimethyl-2-propynyl)-",Rat,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,-1.659,log(mol/kg),https://doi.org/10.1021/tx900189p
297,"3-Butyn-2-ol, 2-methyl-",Rat,C#CC(C)(C)O,-1.635,log(mol/kg),https://doi.org/10.1021/tx900189p
298,"4-Penten-2-yn-1-ol, 1,1-dimethyl- (7CI)",Rat,C=CC#CC(C)(C)O,-2.264,log(mol/kg),https://doi.org/10.1021/tx900189p
299,"Benzenemethanol, alpha,alpha-dimethyl-",Rat,CC(C)(O)c1ccccc1,-2.02,log(mol/kg),https://doi.org/10.1021/tx900189p
300,"2,4-Pentanediol, 2-(p-chlorophenyl)-4-methyl-",Rat,CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,-2.302,log(mol/kg),https://doi.org/10.1021/tx900189p
301,"Phenethyl alcohol, alpha,alpha-dimethyl-",Rat,CC(C)(O)Cc1ccccc1,-2.07,log(mol/kg),https://doi.org/10.1021/tx900189p
302,"7-Octen-2-ol, 2-methyl-6-methylene-",Rat,C=CC(=C)CCCC(C)(C)O,-1.464,log(mol/kg),https://doi.org/10.1021/tx900189p
303,"Propanoic acid, 2-methyl-2-(4-(1,2,3,4-tetrahydro-1-naphthalenyl)phenoxy)-",Rat,CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,-2.5380000000000003,log(mol/kg),https://doi.org/10.1021/tx900189p
304,"Propanoic acid, 2-(4-(2-((4-chlorobenzoyl)amino)ethyl)phenoxy)-2-methyl-",Rat,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,-1.946,log(mol/kg),https://doi.org/10.1021/tx900189p
305,"Propanoic acid, 2-(4-chlorophenoxy)-2-methyl-",Rat,CC(C)(Oc1ccc(Cl)cc1)C(=O)O,-2.379,log(mol/kg),https://doi.org/10.1021/tx900189p
306,"Hydroperoxide, alpha,alpha-dimethylbenzyl-",Rat,CC(C)(OO)c1ccccc1,-2.6,log(mol/kg),https://doi.org/10.1021/tx900189p
307,"Peroxide, bis(alpha,alpha-dimethylbenzyl)",Rat,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,-1.819,log(mol/kg),https://doi.org/10.1021/tx900189p
308,"Valine, 3-mercapto-, D-",Rat,CC(C)(S)C(N)C(=O)O,-1.384,log(mol/kg),https://doi.org/10.1021/tx900189p
309,"1(2H)-Phthalazinone, (1,3-dimethyl-2-butenylidene)hydrazone",Rat,CC(C)=CC(C)=NNc1nncc2ccccc12,-2.588,log(mol/kg),https://doi.org/10.1021/tx900189p
310,"3-Penten-2-one, 4-methyl-",Rat,CC(=O)C=C(C)C,-1.943,log(mol/kg),https://doi.org/10.1021/tx900189p
311,"2-Butenoic acid, 3-methyl-",Rat,CC(C)=CC(=O)O,-1.449,log(mol/kg),https://doi.org/10.1021/tx900189p
312,"Succinic anhydride, tri(isobutenyl)-",Rat,CC(C)=CC1C(=O)OC(=O)C1(C=C(C)C)C=C(C)C,-2.446,log(mol/kg),https://doi.org/10.1021/tx900189p
313,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methylpropenyl)-, ester with 2-allyl-4-hydroxy-3-methyl-2-cyclopenten-1-one (VAN) (8CI)",Rat,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,-2.546,log(mol/kg),https://doi.org/10.1021/tx900189p
314,"Cyclopropanecarboxylic acid, 2,2-dimethyl-3-(2-methyl-1-propenyl)-, 2-methyl-4-oxo-3-(2,4-pentadienyl)-2-cyclopenten-1-yl ester, (1theta-(1alpha(S(Z)),3beta))-",Rat,C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,-3.1010000000000004,log(mol/kg),https://doi.org/10.1021/tx900189p
