Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL2417678,,0,368.44,0,1.67,COc1ccccc1N1CCN(CC(=O)N/N=C\c2ccccc2O)CC1,MIC,'=',31.3,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2423734,Antimicrobial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by double microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2417515,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL2417815,,0,555.61,1,3.91,CCN1CC(=O)S/C1=N\c1ccc(N2CCN(c3cc4c(cc3F)c(=O)c(C(=O)O)cn4CC)CC2)c(F)c1,MIC,'=',125.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2423734,Antimicrobial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by double microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2417515,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL2417811,,0,561.59,1,4.65,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(c4ccc(NC(=O)NCc5ccccc5)cc4F)CC3)cc21,MIC,'=',250.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2423734,Antimicrobial activity against Escherichia coli ATCC 25922 after 18 to 24 hrs by double microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2417515,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL1771465,,0,394.44,0,2.28,CC(C)CC(=O)NC[C@H]1CN(c2ccc(-c3nnc4ncccn34)cc2)C(=O)O1,MIC,'>',16.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1771814,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1770134,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL2298915,,0,379.95,1,5.75,C=CCCCCCCCCC(=O)N1C(=O)CSC1c1ccc(Cl)cc1,MIC,'=',25.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3068976,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hr by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3045892,1,Scientific Literature,Med Chem Res,2013,None,
CHEMBL2296012,,0,475.92,1,5.52,O=C(Nc1ccc2ncnc(Sc3nnc(-c4cccnc4)o3)c2c1)Nc1ccccc1Cl,MIC,'=',25.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3073158,Antimicrobial activity against Escherichia coli ATCC 25922 assessed as growth inhibition after 24 hr by NCCLS broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3046216,1,Scientific Literature,Med Chem Res,2013,None,
CHEMBL2337349,,0,379.41,1,-0.65,CC(=O)c1cccc(N[C@H]2[C@H](N)[C@]3(NC(=O)O[C@H]3C)[C@@](C)(O)[C@@]2(O)CO)c1,MIC,'>',128.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2344587,Antibacterial activity against Escherichia coli ATCC 25922 after 20 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2331463,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL458512,PACTAMYCIN,0,558.63,2,0.75,CC(=O)c1cccc(N[C@H]2[C@H](N)[C@@](NC(=O)N(C)C)([C@H](C)O)[C@@](C)(O)[C@@]2(O)COC(=O)c2c(C)cccc2O)c1,MIC,'=',16.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2344587,Antibacterial activity against Escherichia coli ATCC 25922 after 20 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2331463,1,Scientific Literature,Bioorg. Med. Chem.,2013,None,
CHEMBL2063909,,0,582.63,2,-1.18,CCCCCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)OC[C@H]12)c1nsc(N)n1,MIC,'=',8.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2065095,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2062516,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2012,None,
CHEMBL3236537,,0,585.83,2,5.06,CCOC(=O)[C@]12CO[C@H](C(C)(C)C)N1C(=O)/C(=C(/CC13CC4CC(CC(C4)C1)C3)NC(C)CCCN(CC)CC)C2=O,MIC,'>',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3243795,Antimicrobial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3232809,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL2238065,,0,367.24,1,5.36,O=c1c2cc(Cl)ccc2nc(-c2ccccc2)n1-c1ccc(Cl)cc1,MIC,'=',12.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3049027,Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hr by broth micro dilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3045939,1,Scientific Literature,Med Chem Res,2012,None,
CHEMBL3236529,,0,471.64,0,2.90,CCCC(=O)N1CC(=O)/C(=C(\CC23CC4CC(CC(C4)C2)C3)NCCCN2CCOCC2)C1=O,MIC,'>',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3243795,Antimicrobial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3232809,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL3236794,,0,286.38,0,2.27,CCCCCCN/C(=C1/C(=O)CNC1=O)c1ccccc1,MIC,'>',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3243795,Antimicrobial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3232809,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL3236797,,0,384.56,1,5.75,CCCCCCCCCCCCC/C(Nc1ccccc1)=C1\C(=O)CNC1=O,MIC,'>',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3243795,Antimicrobial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3232809,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2014,None,
CHEMBL1088307,,0,364.34,0,3.10,CCOP(=O)(OCC)C(O)c1cc2cccc(CC)c2n2nnnc12,MIC,'=',20.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1105188,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by cup plate method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1154858,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL2431102,,0,1213.00,3,5.40,NCCCOc1cc(OCCCN)cc(-n2cc(-c3ccc4c(ccc5cc(-c6cn(-c7cc(OCCCN)cc(OCCCN)c7)nn6)ccc54)c3)nn2)c1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,MIC,'>',50.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2433099,Antibacterial activity against Escherichia coli ATCC 25922 assessed as growth inhibition after 18 hrs by broth microdilution method in absence of 40% mouse serum,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2429734,1,Scientific Literature,ACS Med. Chem. Lett.,2013,None,
CHEMBL2386044,,0,347.37,0,2.45,O=C(O)CNC(=O)c1ccc(NC(=S)Nc2cccc(F)c2)cc1,MIC,'=',12.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2389197,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by two fold serial dilution technique,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2385069,1,Scientific Literature,Eur. J. Med. Chem.,2013,None,
CHEMBL4584181,,0,522.57,2,5.68,COc1ccc(-c2cn(-c3ccc4c(=O)n(-c5ccccc5)c(/C=C/c5ccc(C#N)cc5)nc4c3)nn2)cc1,MIC,'>',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4395783,Antibacterial activity against Escherichia coli ATCC 25922 incubated for 16 to 18 hrs by broth microdilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4393707,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL4522668,,0,356.50,0,3.32,C/C(=N\NC(=N)N)c1sc(-c2ccc(N3CCCCC3)cc2)nc1C,MIC,'=',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL4408629,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL4406834,1,Scientific Literature,Eur J Med Chem,2019,None,
CHEMBL3039597,GENTAMICIN,4,1390.73,None,None,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,MIC,'=',0.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1116263,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by browth microdilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1157014,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL1276570,,0,328.37,0,4.07,COc1ccc(C2C(C#N)=C(N)Oc3ccc4ccccc4c32)cc1,MIC,'=',150.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1286297,Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hrs by serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1275291,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL1276751,,0,323.35,0,2.24,COc1ccc(C2c3ccccc3OC3NC(=O)N=C(N)C32)cc1,MIC,'=',250.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1286297,Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hrs by serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1275291,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL1276779,,0,339.35,0,1.95,COc1ccc(C2c3ccc(O)cc3OC3NC(=O)N=C(N)C32)cc1,MIC,'=',250.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1286297,Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hrs by serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1275291,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL8,CIPROFLOXACIN,4,331.35,0,1.58,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MIC,'=',0.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1247073,Antibacterial activity against Escherichia coli ATCC 25922 expressing KPC beta lactamase,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1240385,1,Scientific Literature,Antimicrob. Agents Chemother.,2010,None,
CHEMBL1210007,,0,384.28,1,5.11,FC(F)(F)c1cc(N/N=C/c2cccnc2)c2cccc(C(F)(F)F)c2n1,MIC,'=',6.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1211405,Antibacterial activity against Escherichia coli ATCC 25922 after 3 to 4 days by serial plate dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1208682,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL1210122,,0,436.36,1,6.51,Cc1cccc2c(/C=N/Nc3cc(C(F)(F)F)nc4c(C(F)(F)F)cccc34)c[nH]c12,MIC,'=',6.25,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1211405,Antibacterial activity against Escherichia coli ATCC 25922 after 3 to 4 days by serial plate dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1208682,1,Scientific Literature,Eur. J. Med. Chem.,2010,None,
CHEMBL488328,,0,219.28,0,3.02,CO/N=C/CC(=O)c1ccc(C(C)C)cc1,MIC,'>',64.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL998964,Antimicrobial activity against Escherichia coli ATCC 25922 after 16 to 18 hrs by agar dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1137674,1,Scientific Literature,Eur. J. Med. Chem.,2009,None,
CHEMBL1440,TETRACYCLINE,4,444.44,1,-0.21,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,MIC,'=',2.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3055972,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hr by two-fold serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3046485,1,Scientific Literature,Med Chem Res,2012,None,
CHEMBL9,NORFLOXACIN,4,319.34,0,1.27,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,MIC,'=',1.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1694647,Antibacterial activity against Escherichia coli ATCC 25922 expressing qnrS gene and pBK-QnrS1 assessed as resistant colonies recovered one step below mutant prevention concentration,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1687848,1,Scientific Literature,Antimicrob. Agents Chemother.,2011,None,
CHEMBL9,NORFLOXACIN,4,319.34,0,1.27,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,MIC,'=',2.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1694650,Antibacterial activity against qnrB gene expressing Escherichia coli ATCC 25922 harboring GyrA S83L mutant and pBK-QnrB1 assessed as resistant colonies recovered one step below mutant prevention concentration,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1687848,1,Scientific Literature,Antimicrob. Agents Chemother.,2011,None,
CHEMBL1668447,,0,424.46,0,-0.04,C[C@@H](O)[C@@H](NC(=O)N1CCN(c2ccc(C#Cc3cnccn3)cc2)CC1)C(=O)NO,MIC,'>',100.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1670846,Antimicrobial activity against Escherichia coli ATCC 25922 by broth dilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1667853,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,None,
CHEMBL2385265,,0,654.90,2,6.90,CC(C)(C)c1ccc(-c2cc(-c3cc(OCCCN)cc(OCCCN)c3)cc(-c3cc(OCCCN)cc(OCCCN)c3)c2)cc1,MIC,'=',3.13,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2389650,Antibacterial activity against Escherichia coli ATCC 25922 assessed as growth inhibition after 18 hrs by CLSI microbroth dilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2384935,1,Scientific Literature,ACS Med. Chem. Lett.,2013,None,
CHEMBL8,CIPROFLOXACIN,4,331.35,0,1.58,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MIC,'=',0.12,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3089158,Antimicrobial activity against Escherichia coli ATCC 25922 by micro broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3085692,1,Scientific Literature,J. Nat. Prod.,2013,None,
CHEMBL1093575,,0,252.27,0,2.62,O=C(Cn1ccnc1)c1ccc2ccccc2c1O,MIC,'=',1024.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1112629,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1156239,1,Scientific Literature,Bioorg. Med. Chem.,2010,None,
CHEMBL3237641,,0,420.52,1,5.65,Cc1cc(SCc2nc3ccccc3o2)nc(SCc2nc3ccccc3o2)n1,MIC,'=',100.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3242508,Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hrs by broth dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3233012,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL1555668,,0,326.40,0,2.43,CCOC(=O)c1sc(NS(=O)(=O)c2ccccc2)nc1C,MIC,'=',50.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3129993,Antibacterial activity against Escherichia coli ATCC 25922 assessed as growth inhibition after 48 hrs by two-fold serial dilution assay,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3124924,1,Scientific Literature,Eur. J. Med. Chem.,2014,None,
CHEMBL3425930,,0,479.51,0,2.73,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3ccc4c(c3)OCO4)(CC1)CO2,MIC,'=',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3428444,Antibacterial activity against Escherichia coli ATCC 25922,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3425423,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2015,None,
CHEMBL552390,,0,394.41,0,2.02,COCO[C@H](C)[C@H]1C(=O)N2C(C(=O)OCc3ccc([N+](=O)[O-])cc3)=CS[C@@H]12,MIC,'>',200.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1032022,Antibacterial activity against permeabilizing agent polymyxin B-treated Escherichia coli ATCC 25922 after 18 hrs by liquid dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1151920,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2009,None,
CHEMBL2424893,,0,478.58,0,3.36,COc1ccc2nccc(NC(=O)[C@H]3CC[C@H](NCc4ccc5c(n4)NC(=O)CS5)CC3)c2n1,MIC,'=',0.00025,ug.mL-1,,Outside typical range,,UO_0000274,,,,,FALSE,CHEMBL2426903,Antibacterial activity against wild type Escherichia coli ATCC 25922 assessed as growth inhibition by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2424615,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL1652215,,0,406.89,1,5.06,Fc1cccc(F)c1-n1c(-c2cccc(Cl)c2)nn(CN2CCCC2)c1=S,MIC,'=',500.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL1663163,Antimicrobial activity against Escherichia coli ATCC 25922 after 18 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1649393,1,Scientific Literature,Eur. J. Med. Chem.,2011,None,
CHEMBL475242,,0,341.80,1,5.38,O=[N+]([O-])c1cccc(-c2nc3cc(Cl)ccc3n2C2CCCC2)c1,MIC,'=',50.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL977993,Antimicrobial activity against Escherichia coli ATCC 25922 by tube dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1138563,1,Scientific Literature,Eur. J. Med. Chem.,2009,None,
CHEMBL492038,,0,268.27,0,3.97,CCc1ccc(-c2nc3ccc([N+](=O)[O-])cc3o2)cc1,MIC,'=',50.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL974323,Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hrs,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL1138547,1,Scientific Literature,Eur. J. Med. Chem.,2009,None,
CHEMBL3091768,,0,399.47,0,4.21,COc1ccc(C(=O)CSc2nc(C)c(C)n2Nc2ccc(OO)cc2)cc1,MIC,'=',800.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3095415,Antimicrobial activity against Escherichia coli ATCC 25922 after 24 hrs by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3091428,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL2424899,,0,481.58,0,2.84,COc1ccc2nccc(C(O)C[C@@H]3CC[C@@H](NCc4ccc5c(n4)NC(=O)CS5)CO3)c2n1,MIC,'=',0.001,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2426903,Antibacterial activity against wild type Escherichia coli ATCC 25922 assessed as growth inhibition by broth microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2424615,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL262777,VANCOMYCIN,4,1449.27,None,None,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,MIC,'>',32.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2412287,Antibacterial activity against Escherichia coli ATCC 25922 by M07-A9 CLSI method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2407054,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,None,
CHEMBL3039597,GENTAMICIN,4,1390.73,None,None,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,MIC,'<',0.5,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL2433962,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by geometric microdilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL2429794,1,Scientific Literature,J. Med. Chem.,2013,None,
CHEMBL3236860,,0,384.27,0,3.23,Cc1ncc([N+](=O)[O-])n1CCN1CCN(c2cccc(Cl)c2Cl)CC1,MIC,'>',50.0,ug.mL-1,,,,UO_0000274,,,,,FALSE,CHEMBL3243843,Antibacterial activity against Escherichia coli ATCC 25922 after 24 hrs by two-fold serial dilution method,F,BAO_0000218,organism-based format,Escherichia coli,None,None,None,None,,,,CHEMBL354,Escherichia coli,Escherichia coli,ORGANISM,CHEMBL3232728,1,Scientific Literature,Bioorg. Med. Chem.,2014,None,
